Company name;Org. no;Closure year;Currency;Num. of employees, stock company (pcs);EBITDA (k);Working capital (k);Distributable earnings (k);Turnover change (%);Changes in staff (%);Return on equity (%);Return on total assets (%);Liability interest (%);Risk buffer total assets (k);Return on Captial Employed (RoCE) (%)
Schindler Hiss AB;5562022821;201912;SEK;244;-7 491;105 163;1 291;1,26;-12,86;-96,4;-3,5;1,3;-4,8;-80,51
Garantum Invest AB;5568592447;201912;SEK;158;47 283;-982 016;236 289;-1,8;10,49;7,7;1,5;0;1,5;7,74
BICO BYGG OG INNREDNING AS;929918487;201912;NOK;147;4 163;40 238;-5 125;-12,77;0;-5,32;0,08;23,68;-1,86;0,17
Forefront Consulting Group AB;5567552616;201912;SEK;386;29 217;46 861;33 060;11,98;4,89;61,2;17,3;0,6;16,7;85,36
YA Holding AB;5569691727;201912;SEK;447;27 567;-112 365;-249 211;-6,26;-5,1;-113;-6,7;3,7;-10,4;-8,57
Limhamnshusgruppen AB;5590075676;201912;SEK;171;60 843;39 102;255 003;8,45;-2,84;13,8;6,8;2,7;4;8,1
Scandinavian Print Group A/S;21686433;201912;DKK;200;99 045;-151 395;145 989;21,14;0;47,04;21,61;2,33;0;83,93
Starsprings AB;5561593384;201912;SEK;422;47 386;164 265;253 342;8,02;3,69;14;10,7;0,9;9,8;13,4
SCANDIC FOOD A/S;11574033;201912;DKK;200;38 843;45 127;130 279;-1,78;0;17,95;10,88;0,82;0;21,62
DAFA Group A/S;17630180;201912;DKK;100;78 918;70 809;178 263;11,8;0;27,19;19,04;0,61;0;36,59
QSC Restauranger AB;5566326475;201908;SEK;363;48 785;-33 628;34 019;5,53;3,71;33,7;11,5;0,9;10,5;25,32
Econova AB;5565309738;201906;SEK;129;2 239;104 251;108 100;-40,22;5,74;-9,1;-1,7;2,3;-3,9;-4,07
IKEA Industry Älmhult AB;5562168285;201908;SEK;215;46 103;30 756;175 593;13,44;-3,15;7,1;4,9;0;4,8;8,42
JOBmeal AB;5565765954;201912;SEK;278;99 278;-14 363;77 329;5,14;-12,3;50,8;19;1,3;17,7;83,06
SwePart Transmission AB;5560928508;201912;SEK;232;38 863;61 237;62 899;-3,65;1,31;20;8,8;0,9;7,8;17,19
Teknos Aktiebolag;5560476714;201912;SEK;110;4 414;29 363;15 328;9,3;-6,78;-11,1;-1,7;0,5;-2,2;-23,28
VIKINGDANMARK;54334915;201912;DKK;200;9 264;114 987;274 164;16,55;0;6,13;4,77;0,35;0;1,49
B. NYGAARD SØRENSEN A/S;10627583;201809;DKK;100;-2 747;74 057;60 391;-13,22;0;1,26;1,02;3,13;0;-4,2
Powercon Holdings AB;5567478275;201903;SEK;221;53 731;130 262;112 943;35,37;23,46;39;13,9;1,2;12,7;26,19
HYDAL ALUMINIUM PROFILER AS;912445313;201912;NOK;177;3 651;39 702;3 596;-25,3;-9,69;4,01;8,27;24,75;-0,12;15,97
Ahlstrom-Munksjö Ställdalen AB;5563968998;201912;SEK;150;27 679;64 175;90 316;-10,35;-3,23;9,6;5,9;0,5;5,4;14,4
GPBM Nordic AB;5563600443;201912;SEK;110;5 197;70 807;31 679;9,65;0,92;2,5;1,3;1;0,3;3,4
SCAN-HIDE A.M.B.A;17928848;201909;DKK;100;-23 914;24 510;-6 989;-25,28;0;-26,53;-9,36;5,83;0;-16,72
SIA - Glass Aktiebolag;5560792425;201912;SEK;128;37 144;-40 392;3 774;-4,01;-1,54;62,1;13,5;0,9;12,6;90,5
Boule Diagnostics AB;5565350252;201912;SEK;212;80 351;58 494;106 880;17,56;10,99;15,2;9,6;2,4;7,2;17,25
Bjerking AB;5563755478;201912;SEK;420;35 037;113 227;79 233;0,88;6,87;20,8;10,3;0;10,3;29,74
Bollnäs Stadshus AB;5567929962;201912;SEK;142;138 946;-49 728;260 909;0,8;-2,74;12,3;3,4;1,7;1,7;3,83
Vetlanda Stadshus AB;5566340302;201912;SEK;167;146 576;-262 636;281 848;8,99;6,37;17,4;4,2;1,6;2,6;5,33
OSO HOTWATER GROUP AS;936603947;201912;NOK;167;59 630;135 223;30 926;11,51;0,6;12,36;9,76;44,37;8,57;13,58
EFFECTOR AS;988967335;201912;NOK;167;59 458;164 524;65 064;11,51;-1,76;15,26;15,07;46,62;7,79;20,09
SP MOULDING A/S;63450715;201912;DKK;200;46 749;11 616;101 217;0;0;11,27;6,62;1,24;0;15,21
DK COMPANY CPH A/S;14815376;201912;DKK;200;10 189;916;98 318;28,18;0;49,75;2,64;2,03;0;6,72
FERROSAN MEDICAL DEVICES A/S;32942342;201912;DKK;100;200 299;55 430;403 116;-0,12;0;115,45;72,3;0,65;0;118,29
CWS-boco Sweden AB;5562948777;201912;SEK;414;37 344;143 403;157 683;-2,58;-10;5,3;3,3;0,2;3,1;6,93
Sigma Connectivity AB;5569298051;201912;SEK;266;33 446;46 543;58 649;-0,68;9,92;7,3;9,6;11,8;-2,2;46,56
Bruun & Hjejle Advokatpartnerselskab;37975192;201912;DKK;200;9 054;14 186;2 000;3,05;0;5,66;1,67;69,75;0;98,39
Aktiebolaget Regin;5564145455;201912;SEK;254;26 798;127 493;187 646;9,38;2,42;-0,4;1,1;3,1;-2;1,55
Meritmind Holding Aktiebolag;5567113773;201912;SEK;362;24 245;39 754;3 363;8,21;12,07;503,8;15;1,6;13,5;36,5
Fåddman Aktiebolag;5561603373;202004;SEK;127;19 053;18 795;23 501;7,25;5,83;40,9;12,4;0,1;12,2;58,56
Outotec (Sweden) AB;5561040006;201912;SEK;169;4 951;-2 061;27 590;-26,89;-5,06;-29,7;-3,5;0,4;-3,9;-27,18
Orio AB;5566029277;201912;SEK;187;8 800;229 000;299 800;-16,42;142,86;-3,3;-2,5;0;-2,5;-3,13
LÄKARLEASING SVERIGE;916794223;201912;SEK;229;-9 989;11 586;3 274;0;0;4,13;-10,28;36,83;-11,14;-18,73
IT-Total Holding i Stockholm AB;5566543095;201904;SEK;107;240 434;159 590;230 441;34,78;12,63;103,7;89,6;0,3;89,3;103,75
Brothers AB;5565136826;201908;SEK;200;-5 725;46 166;69 210;1,54;4,17;-19,3;-7,4;0,3;-7,7;-18,87
Mastec Components AB;5565118139;201912;SEK;175;32 599;39 059;7 367;23,82;5,42;206,8;15,4;1,9;13,5;118,82
Inter IKEA Systems Service AB;5562763549;201908;SEK;284;46 664;77 854;87 771;-41,88;2,16;38,8;14,3;0;14,3;40,71
Hall Media AB;5561007518;201912;SEK;487;-24 224;-36 045;6 364;-5,86;-2,4;-556,1;-21,3;0;-21,4;-555,86
Rågsveden-Sveden Trä Aktiebolag;5561524470;201907;SEK;122;32 424;111 080;140 769;1,09;-3,94;5;3,4;0,3;3,1;5,97
EURENCO Bofors Aktiebolag;5562679372;201812;SEK;222;29 361;84 842;150 258;-0,35;7,77;7,2;4,1;0;4;7,98
Braathens Regional Airlines AB;5565908349;201912;SEK;204;-7 529;-115 734;992;-0,33;-5,99;-941,3;-5,5;0;-5,5;-938,28
Almondy Aktiebolag;5562319805;201912;SEK;114;53 675;47 525;79 760;6,29;2,7;40,6;13,5;0,6;13;21,4
MEKOPRINT A/S;10825598;201909;DKK;200;35 358;8 226;99 578;7,43;0;10,15;5,93;1,68;0;14
Österlenmejeriet AB;5560620758;201912;SEK;137;-11 259;8 165;107 029;-4,34;-1,44;-27,2;-15,4;0;-15,4;-27,25
HANSSON & KNUDSEN A/S;37215228;201909;DKK;200;1 210;65 621;67 206;-10,72;0;2,12;0,91;0,62;0;1,32
Alde International Systems Aktiebolag;5564559143;201912;SEK;128;73 139;151 464;191 970;-3,35;-0,78;35,2;27,6;0;27,6;35,22
Schenker Logistics AB;5565135471;201812;SEK;165;21 403;68 156;17 356;-13,3;-5,71;12,8;4,2;2,5;1,7;31,81
Aktiebolaget Ronneby Helsobrunn;5560339219;201912;SEK;173;160 243;128 848;331 466;-0,55;2,98;3,1;1,8;1,6;0,3;1,97
Hemmakväll AB;5563444933;201912;SEK;178;29 778;36 288;67 434;37,27;16,34;30,1;19,8;0,3;19,4;30,9
Monitor International 1 AB;5567831739;201912;SEK;212;107 647;407 973;486 736;14,18;9,84;24,6;18;0,9;17,1;24,97
Sto Scandinavia Aktiebolag;5562908318;201912;SEK;143;-24 239;244 509;-26 148;9,2;-2,72;-45,7;-6;0,5;-6,5;-56,51
Oboya Horticulture Industries AB;5563623197;201912;SEK;461;24 231;35 511;-58 311;-11,27;-14,15;-9,3;2,7;9,1;-6,4;5,26
Lernia Utbildning Aktiebolag;5564673381;201912;SEK;443;-37 140;57 781;74 606;-20,42;-22,82;-62,8;-29,8;0;-29,8;-62,75
PRIME OCEAN A/S;32082327;202006;DKK;100;0;15 325;17 874;-27,79;0;31,65;0,05;2,02;0;-
Zington AB;5566517131;201912;SEK;368;26 733;40 907;37 014;-1,1;0,82;71;20;0,1;19,9;71,17
Salico Aktiebolag;5563208874;201912;SEK;177;43 340;-1 449;17 593;2,87;2,91;77,6;15,7;1,1;14,7;120,47
PON POWER;979350619;201212;NOK;165;28 415;139 610;38 578;7,54;0;16,01;10,49;64,42;10,13;15,79
Gamla Uppsala Buss Aktiebolag;5560360959;201912;SEK;499;70 709;12 822;144 662;3,47;1,84;9;4,5;0,6;3,8;6,05
COGNIZANT TECHNOLOGY SOLUTIONS NORWAY AS;988707031;201912;NOK;118;49 275;77 459;78 472;-9,36;-0,84;52,17;12,32;23,57;12,3;52,24
URBASER AB;5567498026;201912;SEK;445;-55 276;54 609;54 149;-6,01;-6,51;-122;-40,3;3,1;-43,3;-116,22
Sanmina-SCI AB;5563566982;201909;SEK;208;16 108;31 217;196 582;21,05;3,48;9,8;8,9;8,3;0,6;17,48
GN TOBACCO Sweden AB;5567778419;201812;SEK;118;16 302;-19 261;68 445;44,05;140,82;-3,7;0,1;1,7;-1,6;0,77
JOTRON AS;917713324;201912;NOK;162;53 272;195 082;75 250;-6,31;0;20,75;15,94;59,15;9,99;26,85
Grönsakshuset i Norden AB;5562801034;201912;SEK;118;23 676;-20 918;8 239;13,09;-7,09;32,7;3,4;1,3;2,1;10,65
Cochlear Sweden Holdings AB;5566739107;201906;SEK;215;52 607;84 507;-167 970;-1,75;6,97;-19,4;18,8;1,6;17,3;29
Cochlear Bone Anchored Solutions AB;5565617114;201906;SEK;215;52 607;82 389;42 121;-1,75;6,97;32;20,1;0;20,1;31,99
C. Lundqvist Trading Aktiebolag;5569553661;201912;SEK;150;42 425;181 695;237 944;0,07;1,35;13,6;9,3;0,5;8,9;13,28
GRANDE ENTREPRENØR AS;912051625;201912;NOK;210;4 191;27 039;-110;-4,15;-1,41;0,24;0,64;17,81;-0,01;2,72
Input Interiör Göteborg Aktiebolag;5561192757;201904;SEK;101;36 655;24 949;27 266;14,79;8,6;126,8;31;0,1;31;130,17
SUN-AIR OF SCANDINAVIA A/S;83591528;201909;DKK;100;36 708;122 409;127 578;5,63;0;3,44;9,02;0,48;0;11,52
ASM Foods Aktiebolag;5565834735;201908;SEK;135;50 299;136 611;132 127;-7,99;-6,9;16;10;1;9;23,12
Willab Garden AB;5565170981;201912;SEK;173;44 946;69 295;203 665;7,66;13,82;17,2;11,7;1;10,7;14,59
Aktiebolaget Infjärdens Värme;5560741935;201904;SEK;303;39 750;83 040;98 963;15,02;-1,62;29,8;14,1;0,2;13,9;26,5
Life Butiksdrift Sverige Aktiebolag;5566520127;201912;SEK;221;889;-39 123;4 872;11,43;5,74;-250,4;-6,9;2;-8,9;-194,85
CARL HANSEN & SØN MØBELFABRIK A/S;26236231;201912;DKK;200;41 064;56 784;119 574;18,12;0;18,55;10,52;2,16;0;28,64
Forgex Sweden AB;5591199475;201812;SEK;207;-22 254;5 457;-12 183;300,21;10,11;-470;-19,7;3,6;-23,4;-112,3
VISMA SOFTWARE LABS AS;999256457;201912;NOK;271;-28 834;-27 891;-140 126;16,92;0;-23,56;-13,88;61,77;-15,65;-22,47
Skånska Byggvaror Aktiebolag;5561001891;201912;SEK;110;12 844;12 139;26 971;0,74;-12,7;14,2;2,7;0,3;2,4;17,53
BDO Mälardalen AB;5562918473;201908;SEK;316;39 822;26 206;29 816;10,42;3,95;85,4;16,2;0,9;15,3;42,59
MUNCK ASFALT A/S;18262894;201909;DKK;200;7 980;71 862;118 271;0,9;0;6,3;3,9;0,71;0;6,52
Give Steel A/S;26998115;201912;DKK;200;29 265;-107 341;114 250;7,16;0;16,21;11,37;1,32;0;34,14
CAG Group AB;5562972504;201912;SEK;310;61 315;105 506;80 624;-0,38;-2,82;18,7;10,5;1;9,5;16,02
HITEC PRODUCTS AS;984896638;201912;NOK;106;44 378;82 568;72 715;118,18;17,78;44,24;23,28;46,79;19,54;49,75
ThyssenKrupp Elevator Sverige AB;5561927525;201909;SEK;149;31 874;106 886;102 232;35,39;14,62;27,7;13,9;0,5;13,4;28,15
TEKNOTHERM MARINE AS;996386805;201912;NOK;124;6 430;55 621;-5 618;0;0;0,76;2,76;5,46;0,7;24,07
TALGØ MØRETRE AS;978706843;201912;NOK;120;34 761;57 192;49 016;15,64;0;17,74;13,78;33,33;9,49;17,46
Exakta Group AB;5560158585;201912;SEK;274;51 413;3 359;51 937;8,05;8,73;21,5;5,9;2,7;3,2;10,74
SOPRA STERIA SWEDEN AB;5562842319;201912;SEK;405;662;62 202;46 628;12,05;19,12;-3;0,5;1,3;-0,8;3,19
CREMO INGREDIENTS A/S;27688470;201912;DKK;100;17 642;153 791;164 387;13,42;0;5,01;5,23;0,46;0;11,42
ONECO ELEKTRO AS;996669173;201912;NOK;354;14 586;30 042;20 436;17,69;7,6;32,62;9,67;20,03;9,17;48,26
TeamOlmed AB;5564163755;201912;SEK;345;23 029;103 789;104 900;9,83;9,52;11,9;7,9;2,3;5,6;15,59
Orthex Sweden AB;5560517160;201912;SEK;156;34 685;30 901;33 856;12,68;2,63;53,9;15,8;0,9;14,9;55,79
FISKERSTRAND HOLDING AS;997012313;201912;NOK;150;47 100;68 649;27 206;52;12,78;17,93;13,43;42,36;12,26;19,74
Craft of Scandinavia AB;5565291845;201812;SEK;102;46 795;69 148;65 030;14;12,09;54,7;11,9;1,1;10,8;62,84
KL Industri AB;5568659055;201912;SEK;151;10 378;45 744;47 084;4,08;4,14;12,1;5;0,6;4,3;10,19
PamTot Holding AB;5569749517;201912;SEK;146;50 532;11 652;50 601;16,7;21,67;32,4;7,8;2,3;5,5;15,57
SVEA renewable solar AB;5569551350;201912;SEK;241;324;-1 352;-4 306;92,66;190,36;-43,8;-3,6;1,1;-4,6;-9,05
HESTRA-Handsken AB;5566339668;201904;SEK;351;119 500;325 814;376 154;17,71;35,52;30,8;24,7;2;22,7;30,73
VELTEC INDUSTRIAL SERVICES A/S;89966310;201912;DKK;100;36 056;31 915;56 209;70,36;0;73,95;24,66;2,54;0;91,35
PILAR Holding AB;5590411152;201909;SEK;180;55 422;48 853;-4 790;21,84;37,4;120,5;6,2;3,1;3,1;9,58
Prevex AB;5561993899;201912;SEK;130;44 522;153 530;117 238;-2,73;0;21,5;12,5;0,4;12,1;30,75
SH GROUP A/S;12762704;201912;DKK;200;58 567;-4 794;114 221;43,47;0;11,47;6,44;1,88;0;21,22
BMO ENTREPRENØR AS;976098412;201912;NOK;153;28 603;76 375;21 452;-4,24;0;7,89;3,88;42,61;3,66;8,4
Akademikliniken Top Holding AB;5590621008;201912;SEK;251;-2 096;-121 272;-354 115;10,9;13,57;337,5;-16,2;4,1;-20,3;-25,58
OUTLINE VINDUER A/S;29189110;201912;DKK;200;98 902;33 755;13 064;8,81;0;61,57;39,68;0,66;0;69,2
Örnen i Nässjö Aktiebolag;5566209010;201912;SEK;147;132 223;80 613;409 241;4,27;2,8;10,1;3,5;1,3;2,2;4,29
GBT Sweden AB;5560514423;201912;SEK;424;15 503;105 703;20 875;-5,45;65,63;17,2;5,2;0;5,2;17,5
Sergel Kredittjänster AB;5562648310;201912;SEK;201;76 228;40 509;58 666;2,54;18,93;116,3;27,1;0,4;26,7;118,4
KONE A/S;62953519;201912;DKK;200;21 773;27 631;0;5,82;0;58,67;11,18;7,64;0;105,18
Leica Geosystems Aktiebolag;5562579671;201912;SEK;140;16 727;121 108;109 377;-12,6;-7,89;11,7;6,2;0,2;6,1;14,97
Mind Industrial Group Holding AB;5568508401;201912;SEK;229;42 579;-78 792;-345 087;4,05;13,93;42,4;10,1;2;8,1;30,5
SKANOL A/S;26076978;201912;DKK;100;78 975;-36 052;62 645;0;0;-0,34;2,31;1,3;0;5,68
PENSAM A/S;36964480;201912;DKK;200;-46 760;-5 633;59 771;-4,25;0;-38,53;-23,36;0,62;0;-38,58
BRIGHT NORWAY AS;979144695;201912;NOK;148;43 908;28 878;51 782;33,59;0;35,52;14,94;38,61;14,07;38,7
Axcent of Scandinavia AB;5564972874;202004;SEK;444;25 618;199 599;281 881;-4,93;-4,1;135,5;88,1;1,9;86,1;8,39
O.B. Wiik A/S;934122224;201912;NOK;102;35 507;43 911;3 102;0;0;3,06;3,55;40,53;0,66;5,29
Delete Service AB;5563634129;201912;SEK;206;-42 642;-66 355;4 760;25,01;4,57;-1 179,6;-33,9;0,3;-34,2;-548,15
Henrik Anderssons Byggnads AB;5562512037;201912;SEK;144;3 331;9 870;18 804;-10,61;-5,88;9,1;2,1;0;2;12,41
Applied Industries Holding AB;5566131081;201912;SEK;385;33 335;71 158;121 588;-1,25;-15,94;0;1;2;2,3;6,85
Länna Kran AB;5569178204;201904;SEK;166;116 422;85 298;121 970;-2,99;1,84;45,3;12,8;1,8;10,9;16,49
Stockholmsmässan Aktiebolag;5562724491;201912;SEK;241;-38 452;-64 418;87 994;-26,42;-1,23;-49,3;-17;0;-17;-50,52
AB Åda Förvaltning;5568693500;201912;SEK;345;28 213;-84 275;-112 380;-34,33;-18,82;5,7;1,1;2,8;-1,6;6,75
Sturehof Aktiebolag;5564370400;201912;SEK;345;28 770;-79 195;16 429;-34,31;-18,82;60,4;10,4;1,4;9,1;43,23
NORD DDB Stockholm AB;5561454181;201812;SEK;168;31 138;33 582;37 675;29,56;41,18;75;19,5;1,2;18,3;75,15
MARS DANMARK A/S;63203211;201912;DKK;100;83 680;121 748;125 336;-3,03;0;65,25;34,86;0,98;0;72,08
PEMA People AB;5565067591;201912;SEK;220;23 316;35 348;35 840;13,99;-2,65;58,8;8;0;8;64,03
A/S HENRY KJELDSEN;10753694;201912;DKK;100;15 309;153 544;195 173;5,29;0;1,88;2,31;0,13;0;1,99
LIVE NATION DENMARK ApS;15897309;201912;DKK;200;14 852;21 867;65 866;13,74;0;20,3;6,43;3,77;0;25,94
Siwertell AB;5568512908;201912;SEK;115;61 022;187 562;61 415;-6,86;0;65,3;16,3;0,5;15,8;86,85
Segerström & Svensson AB;5565458790;201712;SEK;283;2 260;31 237;38 871;16,37;5,2;-12,5;-2,4;0,6;-3;-14,85
FJORDKJØKKEN AS;976502744;201912;NOK;186;42 177;29 253;44 310;0,2;0;18,46;13,04;61,97;12,39;18,81
GN Transport i Halmstad Aktiebolag;5561371393;201912;SEK;103;30 450;-29 687;82 657;-0,8;-8,85;27,7;8,7;0,8;7,9;11,28
Norstedts Förlagsgrupp AB;5560457748;201912;SEK;116;20 899;59 681;52 734;8,95;5,45;33,8;9,1;0,5;8,6;32,16
Helsa Primärvård Sverige AB;5566658364;201912;SEK;344;8 873;21 095;55 135;1,53;2,69;-0,5;-0,3;0;-0,3;-0,49
Munkfors Industri AB;5565766184;201908;SEK;282;106 810;268 128;621 761;3,61;-2,42;13,8;11,3;1,7;9,6;14,1
GRØNVOLD & SCHOU A/S;14974237;201912;DKK;100;18 624;28 480;28 287;23,09;0;20,59;12,07;0,97;0;25,83
Aktiebolaget Wibe;5560346495;201912;SEK;170;23 771;117 704;120 325;2,88;-1,16;6,6;4,9;5,4;-0,5;9,73
Tage & Söner Byggnads AB;5561184440;201812;SEK;179;-33 567;62 549;38 099;-27,13;2,87;25,9;5,6;1,3;4,2;-77,58
DevPort AB;5567523369;201912;SEK;346;26 361;38 034;19 871;38,52;-0,86;40,9;10,1;0,6;9,5;23,13
Fuji Autotech Aktiebolag;5562679463;201903;SEK;159;-34 039;93 422;-10 703;24,4;12,77;-235,8;-18,7;2,2;-20,9;-212,73
HYDRATECH INDUSTRIES A/S;83455128;201912;DKK;200;-26 201;193 419;-84 876;20,76;0;-198,51;-14,05;36,21;0;-70,07
BILTREND AS;980689921;201912;NOK;101;39 546;116 013;19 752;3,03;0;3,6;5,27;25,7;2,51;6,43
Erlandsson Properties AB;5590578125;201912;SEK;149;22 728;24 688;89 463;67,81;125,76;5,4;3,4;2,3;1,1;6,17
PLANTORAMA A/S;14982442;201912;DKK;200;46 779;59 109;137 640;6,5;0;19,49;13,74;0,73;0;25,07
OK-FONDEN;14268235;201912;DKK;200;16 344;-73 548;76 341;8,04;0;1,38;2,49;1,7;0;9,58
Språkservice Sverige AB;5566291513;201912;SEK;137;13 144;64 756;62 246;9,62;-8,05;18,4;9,2;0;9,2;18,39
Peab PGS Aktiebolag;5564285905;201812;SEK;108;-57 637;58 989;44 959;-14,51;-20;-128,7;-23,6;0;-23,7;-135,89
Freudenberg Home and Cleaning Solutions AB;5562348978;201912;SEK;145;40 242;54 115;108 834;4,4;3,57;8,8;6,6;0,7;5,9;9,15
Kungälvs Rörläggeri Aktiebolag;5561073502;201912;SEK;243;11 752;78 055;51 333;2,65;4,74;15,3;7;0,1;6,9;21,91
mySafety Group AB;5567029318;201812;SEK;382;-36 851;-136 586;-95 640;-6,66;15,06;119,5;-9,6;3,8;-13,4;-37,2
MAREL SALMON A/S;66309711;201912;DKK;200;68 234;156 246;77 647;5,85;0;25,12;18,62;0,8;0;51,11
BRØNDUM A/S;47395518;202004;DKK;200;-371;56 320;47 602;13,72;0;0,5;0,77;2,7;0;-0,4
FLIR UNMANNED AERIAL SYSTEMS AS;992102403;201912;NOK;154;146 550;131 168;215 788;95,93;0;66,66;40,75;54,76;31,36;74,42
Normal Sweden AB;5591189617;201907;SEK;154;1 942;56 452;57 637;537,67;431,03;-34,4;-7;4,6;-11,6;-23,47
HUNTONIT AS;914801958;201912;NOK;186;25 973;20 032;19 632;-2,54;0;6,47;6,62;22,87;3;10,33
Limhamnshus Industri AB;5569156283;201912;SEK;149;33 919;52 961;57 060;9,7;-5,1;33,3;9,1;1,8;7,3;19,84
NØRAGER MEJERI A/S;11567673;201912;DKK;100;29 234;-108 304;55 554;12,47;0;9,7;6,2;2,03;0;14,26
Bostik Aktiebolag;5560104761;201912;SEK;105;-2 129;53 294;-5 314;-7,74;-9,48;-55,3;-6,5;2,1;-8,6;-45,77
Bergteamet AB;5565240081;201908;SEK;171;49 723;27 794;67 705;4,94;4,91;3,2;10,6;13,3;-2,7;16,51
Wangeskog Hyrcenter AB;5566088950;201912;SEK;170;160 287;-23 516;122 312;0;0;40,3;7,5;1,4;6;10,94
NAGEL DANMARK A/S;81745528;201912;DKK;100;14 343;68 293;21 413;-12,77;0;4,84;3,24;1,32;0;5,28
Capio Geriatrik AB;5565439899;201812;SEK;442;26 543;-2 171;20 146;-8,02;-10,89;115,8;20,9;0,1;20,8;116,02
Hallberg-Rassy Aktiebolag;5560877499;201908;SEK;147;28 548;125 912;360 593;-3,93;5;4,8;3,8;1,8;2;5,66
System 3 R International Aktiebolag;5561945741;201912;SEK;167;73 244;160 261;54 202;3,03;4,38;46,9;20,6;1,7;19;62,67
VISMA SOFTWARE INTERNATIONAL AS;980858073;201912;NOK;196;40 383;95 566;101 201;2,46;-0,51;22,88;12,27;44,48;8,5;27,58
Servicekuben Aktiebolag;5566277405;201904;SEK;100;18 316;33 662;23 324;27,93;11,11;58,3;15,8;0;15,7;76,67
Scanreco AB;5562450048;201912;SEK;158;11 120;39 359;54 449;6,1;8,22;4,3;3,9;4;0;6,87
Elme Spreader AB;5561856682;201912;SEK;198;33 080;254 830;340 486;-7,27;0,51;6,7;5,6;0,2;5,4;6,72
Olofsfors Aktiebolag;5562038298;201912;SEK;136;51 853;132 963;135 599;5,69;5,43;12,4;8,3;1,7;6,6;17,16
AIRCONTACT GROUP AS;986386092;201912;NOK;296;73 580;109 849;44 940;11,38;-4,52;17,25;11,17;50,09;8,51;19,17
Aktiebolaget Euroform;5562891308;201912;SEK;264;-25 352;16 723;18 669;-25,36;-16,98;-125,6;-20,2;2,2;-22,4;-162,47
HAANDVERKERNE AS;979440499;201912;NOK;145;24 981;27 034;0;24,26;0;90,82;14,16;15,19;14,16;93,17
Holmbergs Safety System Holding AB;5569584666;201912;SEK;383;14 187;74 907;319 731;6,33;-2,54;-0,4;0,5;2,2;-1,7;0,82
Samariten Ambulans Aktiebolag;5564513181;201912;SEK;465;15 979;-16 926;7 162;15,06;4,49;48,2;5,6;1,3;4,2;14,79
Cyber Security 1 AB;5561354811;201812;SEK;188;-23 074;21 197;-53 140;166,3;38,24;-14,4;-12,7;0;-12,7;-12,91
Beijer Electronics AB;5567014328;201912;SEK;111;38 483;38 692;188 284;5,41;3,74;12,8;7,6;3,2;4,4;19,53
Wenmec Aktiebolag;5562257872;201912;SEK;124;31 137;24 154;22 534;0,95;-1,59;51,9;22,7;1,5;21,2;70,51
Cepheid AB;5565956181;201812;SEK;361;17 972;3 871;92 682;32,28;36,23;14,7;8,9;0,1;8,8;19,89
Gnosjö Konstsmide Aktiebolag;5562171313;201912;SEK;221;33 123;237 920;182 863;2,75;0;6,3;4,3;2,3;2;4,89
Moelven Vänerply AB;5568515026;201912;SEK;0;38 403;44 583;28 849;11,56;-100;20,8;10,3;1,5;8,9;50,23
SBC Sveriges BostadsrättsCentrum AB;5565767299;201912;SEK;320;78 336;37 397;63 546;2,97;-0,62;47,3;25,2;1;24,2;37,67
MittMedia Förvaltnings AB;5564026069;201912;SEK;430;-17 474;71 929;152 332;-76,9;-76,32;17,7;17,3;13,9;3,4;-19,96
ESBE Aktiebolag;5562696319;201912;SEK;198;81 222;114 312;177 047;6,27;-1,98;35,1;23,1;0,3;22,7;32,11
GANNI A/S;21664731;201912;DKK;100;100 117;107 484;243 708;0;0;56,45;40,08;0,22;0;49,51
Pilot Services Sweden AB;5569410128;201812;SEK;240;3 563;11 894;10 992;29,41;24,35;23,1;1,6;0,4;1,2;32,32
IST Group AB;5562540806;201812;SEK;382;19 996;-101 148;5 300;15,13;15,06;2,3;1,1;0,8;0,2;2,42
Allard Support for better life AB;5566236153;201912;SEK;299;42 499;125 218;196 409;13,91;16,34;10,9;8,4;5,2;3,2;10,54
CBP A/S;43384716;201912;DKK;100;16 581;55 002;26 371;1,1;0;16,05;9,71;2,22;0;49,59
Melanders Group AB;5590954276;201906;SEK;151;15 878;-67 668;11 259;6,08;-49,5;-2,3;0,7;1,6;-0,9;0,93
Folktandvården Sörmland AB;5568202625;201912;SEK;477;21 344;11 078;18 216;3,25;3,7;26,4;8,9;0,7;8,2;48,55
Kraftpowercon Sweden AB;5563443141;201903;SEK;157;44 046;69 787;51 146;34,62;29,75;58,7;15,2;1,1;14;32,82
MELDGAARD MILJØ A/S;12994907;201912;DKK;200;77 302;-21 488;196 940;19,99;0;14,43;9,63;1,1;0;26,85
Fenix Holding AB;5566758818;201912;SEK;271;78 228;-52 729;102 010;18,5;4,63;34,4;6,4;2,6;3,8;7,86
ÅSANE BYGGMESTERFORRETNING AS;962116663;201912;NOK;137;34 900;41 529;55 604;-5,29;0;60,66;14,35;23,64;14,34;60,71
MUEHLHAN A/S;26244218;201912;DKK;200;22 606;15 377;53 770;0;0;26,87;11,29;2,55;0;34,15
OF4Group AB;5568393903;201912;SEK;122;19 343;97 175;131 860;19,22;7,02;14,5;9,4;0,2;9,2;14,38
King Food AB;5567636815;201912;SEK;318;-14 184;-24 506;-112 266;23,08;-54,05;261,3;-22,3;3,1;-25,5;-162,85
